1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_None,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_None,BsmtFinType1_LwQ,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
495,1427.0,4.0,0,0,0.0,672,2003.0,1922,7301,64.0,500.0,0,5,7,0,0.0,2003,2003,198500,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
483,504.0,2.866718628215121,162,321,0.0,264,1972.0,987,1680,21.0,510.0,0,8,6,483,0.0,1972,2007,118000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
790,784.0,3.0,712,84,0.0,566,1976.0,1574,18800,70.6832298136646,120.0,111,5,6,796,0.0,1976,1976,190000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
672,672.0,3.0,456,216,0.0,468,1964.0,1344,10690,59.0,0.0,128,7,5,672,0.0,1920,1997,147000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1394,0.0,3.0,609,785,0.0,514,1963.0,1394,9500,70.6832298136646,247.0,76,5,6,1394,0.0,1963,1963,159000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1431,0.0,3.0,371,728,0.0,296,1962.0,1431,9150,101.0,305.0,110,5,6,1099,0.0,1962,1962,165000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1268,0.0,2.0,540,728,0.0,244,1954.0,1268,7800,78.0,200.0,98,6,5,1268,0.0,1954,1954,132000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1287,0.0,3.0,72,733,0.0,576,1997.0,1287,9830,70.6832298136646,0.0,17,7,5,1063,364.0,1959,2006,162000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
953,711.0,3.0,0,953,0.0,460,2000.0,1664,8121,70.6832298136646,0.0,40,5,6,953,0.0,2000,2000,172400,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1120,468.0,4.0,0,0,0.0,680,1991.0,1588,17120,80.0,0.0,59,4,4,0,0.0,1959,1959,134432,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
752,0.0,2.0,623,0,0.0,264,1984.0,752,7175,50.0,0.0,0,5,6,744,0.0,1984,1984,125000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1319,0.0,3.0,428,0,0.0,270,1953.0,1319,10634,79.0,0.0,0,6,5,608,0.0,1953,1953,123000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
847,1081.0,4.0,0,847,0.0,434,2003.0,1928,8200,65.0,0.0,48,5,7,847,0.0,2003,2004,219500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
914,0.0,2.0,298,572,0.0,576,1998.0,914,8846,57.0,0.0,0,5,5,870,0.0,1996,1996,148000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1580,886.0,4.0,0,1580,0.0,610,2004.0,2466,11143,102.0,0.0,214,5,8,1580,0.0,2004,2005,340000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1856,0.0,1.0,1445,411,0.0,834,2010.0,1856,11394,88.0,350.0,0,2,9,1856,0.0,2010,2010,394432,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1007,793.0,3.0,0,982,0.0,463,2000.0,1800,8123,60.0,16.0,63,5,6,982,100.0,2000,2000,179000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1026,665.0,3.0,218,808,0.0,308,1924.0,1691,5000,50.0,0.0,0,6,5,1026,0.0,1924,1950,127000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1301,0.0,2.0,0,1293,0.0,572,2006.0,1301,7200,60.0,0.0,121,5,7,1293,0.0,2006,2006,187750,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
939,858.0,3.0,0,939,0.0,639,2006.0,1797,9245,79.0,0.0,53,5,7,939,144.0,2006,2006,213500,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
784,0.0,2.0,0,784,91.0,360,1950.0,784,9000,60.0,0.0,0,3,6,784,0.0,1928,1950,76000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1079,874.0,3.0,985,595,0.0,501,1992.0,1953,53107,70.6832298136646,0.0,231,5,6,1580,0.0,1992,1992,240000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1269,0.0,2.0,24,1232,0.0,430,2004.0,1269,3182,43.0,16.0,20,5,8,1256,146.0,2004,2005,192000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1125,0.0,2.866718628215121,631,410,0.0,352,1977.0,1125,7200,72.0,255.0,0,6,6,1041,296.0,1976,1976,125000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1479,0.0,3.0,0,1468,0.0,577,1999.0,1479,9382,93.0,125.0,25,5,7,1468,0.0,1999,2000,191000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1742,590.0,3.0,1280,402,0.0,846,2008.0,2332,12474,96.0,272.0,134,5,10,1682,0.0,2007,2008,426000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
961,406.0,4.0,241,229,0.0,384,1978.0,1367,8405,50.0,0.0,130,8,5,861,0.0,1900,1950,119000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
804,1157.0,3.0,690,114,0.0,560,2001.0,1961,12209,71.0,0.0,192,5,6,804,0.0,2001,2002,215000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
882,0.0,3.0,0,0,0.0,294,1959.0,882,8339,70.6832298136646,0.0,0,7,5,0,0.0,1959,1959,106500,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
735,299.0,2.0,0,735,0.0,240,1940.0,1034,10134,60.0,0.0,39,6,5,735,0.0,1940,1950,109000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1144,354.7066974595843,2.866718628215121,739,405,0.0,596,1956.0,1144,9571,68.0,0.0,0,6,5,1144,44.0,1956,1956,129000,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
894,0.0,2.0,777,117,0.0,600,1985.0,894,7200,60.0,0.0,0,5,5,894,0.0,1972,1972,123000,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
876,936.0,4.0,540,324,0.0,264,1962.0,1812,7590,69.0,288.0,168,5,5,864,0.0,1962,1962,169500,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1077,0.0,2.0,0,961,0.0,338,1920.0,1077,8967,60.0,0.0,0,2,5,961,0.0,1920,1950,67000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1112,438.0,2.0,812,280,0.0,438,2007.0,1550,8125,65.0,100.0,168,5,7,1092,0.0,2006,2007,241000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1288,0.0,1.0,786,474,0.0,500,1996.0,1288,14963,38.0,0.0,30,5,8,1260,0.0,1996,1996,245500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1310,0.0,3.0,24,1286,0.0,400,2005.0,1310,8767,65.0,0.0,0,5,7,1310,0.0,2005,2005,164990,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
672,0.0,2.0,0,672,0.0,240,1940.0,672,10200,60.0,0.0,0,8,5,672,0.0,1940,1997,108000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1165,354.7066974595843,4.0,0,1141,0.0,420,1998.0,2263,12090,93.0,650.0,123,5,8,1141,144.0,1998,1998,258000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
806,766.0,3.0,0,806,0.0,373,1995.0,1572,10364,70.6832298136646,0.0,40,5,6,806,0.0,1995,1996,168000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1620,0.0,3.0,1116,165,0.0,490,1993.0,1620,9991,70.6832298136646,0.0,78,4,4,1281,0.0,1976,1993,150000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1166,0.0,3.0,0,1064,0.0,240,1936.0,1639,10480,51.0,0.0,0,5,6,1064,0.0,1936,1950,115000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
840,840.0,2.866718628215121,0,840,0.0,308,1960.0,1680,15576,63.0,0.0,0,7,6,840,0.0,1915,1976,177000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1071,1101.0,2.866718628215121,0,1063,0.0,947,2006.0,2172,14154,109.0,350.0,62,5,7,1063,0.0,2006,2006,280000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1050,1028.0,3.0,789,245,0.0,836,2008.0,2078,10800,85.0,100.0,102,5,8,1034,0.0,2007,2008,339750,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1276,0.0,2.866718628215121,0,1276,0.0,350,1958.0,1276,9571,68.0,0.0,0,3,5,1276,0.0,1958,1958,60000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1056,0.0,3.0,1056,0,0.0,572,1955.0,1056,34650,100.0,0.0,0,5,5,1056,0.0,1955,1955,145000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1478,0.0,2.0,578,892,0.0,484,2009.0,1478,4403,70.6832298136646,432.0,144,5,7,1470,0.0,2009,2009,222000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1028,354.7066974595843,2.0,0,1008,0.0,360,1927.0,1028,8960,56.0,0.0,0,6,5,1008,0.0,1927,1950,115000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1080,1017.0,3.0,50,499,0.0,678,1993.0,2097,11228,59.0,0.0,187,5,7,1080,0.0,1993,1993,228000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1340,0.0,3.0,24,1316,0.0,396,2007.0,1340,8899,73.0,0.0,30,5,7,1340,0.0,2007,2007,181134,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
672,728.0,2.866718628215121,209,463,0.0,440,1978.0,1400,7844,74.0,203.0,0,7,6,672,0.0,1978,1978,149500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1370,1254.0,4.0,1128,242,0.0,864,1918.0,2624,22420,86.0,0.0,0,6,6,1370,0.0,1918,1950,239000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
756,378.0,3.0,312,444,0.0,240,1940.0,1134,8160,60.0,0.0,0,6,5,756,0.0,1940,1950,126000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1056,0.0,3.0,775,281,0.0,304,1968.0,1056,8450,65.0,0.0,85,6,5,1056,0.0,1968,1968,142000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1344,0.0,2.866718628215121,1309,35,0.0,784,1997.0,1344,7060,78.0,200.0,0,5,7,1344,0.0,1997,1998,206300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1602,0.0,3.0,1246,356,0.0,529,1977.0,1602,16635,70.6832298136646,126.0,0,7,6,1602,0.0,1977,2000,215000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
988,0.0,2.0,0,988,0.0,520,1954.0,988,21750,100.0,0.0,0,5,5,988,0.0,1954,1954,113000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1470,354.7066974595843,4.0,986,484,0.0,696,1998.0,2630,9200,80.0,473.0,66,5,8,1470,0.0,1998,1998,315000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1196,0.0,2.0,616,580,0.0,297,1956.0,1196,9000,72.0,74.0,44,5,6,1196,0.0,1956,1956,139000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
707,682.0,3.0,0,651,0.0,240,1947.0,1389,3378,60.0,0.0,0,8,7,651,0.0,1946,1992,135000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1644,0.0,2.0,1518,0,0.0,569,1989.0,1644,12800,70.6832298136646,145.0,0,5,7,1518,0.0,1989,1989,275000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
907,0.0,3.0,288,619,0.0,352,1964.0,907,8593,77.0,0.0,0,6,4,907,0.0,1957,1957,109008,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1208,354.7066974595843,2.0,664,544,0.0,628,2007.0,1208,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,195400,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1412,0.0,3.0,1005,387,0.0,576,1988.0,1412,11457,130.0,0.0,0,5,6,1392,0.0,1988,1988,175000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
483,504.0,2.0,387,96,0.0,264,1971.0,987,1680,21.0,232.0,0,5,6,483,0.0,1971,1971,85400,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
765,600.0,2.0,471,294,0.0,440,1971.0,1365,1920,24.0,376.0,36,5,5,765,0.0,1971,1971,122500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
926,678.0,3.0,0,926,0.0,470,1997.0,1604,10839,100.0,0.0,36,5,6,926,0.0,1997,1998,181000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
827,834.0,3.0,385,70,0.0,550,1996.0,1661,10667,43.0,0.0,61,6,7,799,0.0,1996,1996,212000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
734,354.7066974595843,2.0,0,648,0.0,440,1990.0,1118,4400,40.0,0.0,0,8,6,648,0.0,1920,1950,116000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
904,0.0,2.0,0,884,0.0,180,1926.0,904,6000,50.0,0.0,0,7,6,884,0.0,1926,2004,119000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
694,0.0,2.866718628215121,365,75,0.0,352,1990.0,694,4280,40.0,0.0,0,6,5,440,0.0,1913,2002,90350,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
684,512.0,3.0,0,684,0.0,528,2005.0,1196,12354,67.0,0.0,46,8,6,684,0.0,1920,2000,110000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2402,0.0,2.0,1767,788,0.0,672,2008.0,2402,15431,105.0,200.0,72,5,10,3094,0.0,2008,2008,555000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1128,445.0,3.0,0,1078,0.0,360,1930.0,1573,6240,52.0,0.0,0,7,5,1078,0.0,1930,1992,162900,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1258,0.0,2.0,0,1258,0.0,648,2007.0,1258,3922,53.0,72.0,16,5,7,1258,0.0,2006,2007,172500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
933,975.0,4.0,642,273,0.0,493,1994.0,1908,8750,70.0,0.0,133,5,7,915,0.0,1994,1995,210000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1689,0.0,3.0,0,1436,0.0,480,1956.0,1689,9855,73.0,0.0,0,5,6,1436,0.0,1956,1956,127500,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1888,0.0,2.0,247,557,0.0,578,1966.0,1888,16492,137.0,0.0,0,6,6,1517,0.0,1966,2002,190000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
956,930.0,2.866718628215121,0,930,0.0,431,1998.0,1886,11214,70.6832298136646,0.0,0,5,7,930,0.0,1998,1999,199900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
780,596.0,3.0,0,780,0.0,198,1937.0,1376,8600,50.0,0.0,0,6,6,780,0.0,1937,1950,119500,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
679,504.0,2.0,331,318,0.0,308,1981.0,1183,6000,50.0,0.0,176,7,3,649,0.0,1948,2002,120000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
813,0.0,2.0,0,813,0.0,270,1932.0,813,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,110000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1533,0.0,2.0,655,878,0.0,576,1975.0,1533,70761,62.0,0.0,54,5,7,1533,0.0,1975,1975,280000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
888,868.0,3.0,742,130,0.0,422,1996.0,1756,9303,70.6832298136646,42.0,122,5,6,872,0.0,1996,1997,204000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
786,354.7066974595843,3.0,0,768,0.0,676,2008.0,1590,9000,75.0,0.0,30,5,8,768,0.0,2008,2008,210000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1728,0.0,4.0,1606,122,0.0,560,1976.0,1728,9297,63.0,0.0,0,5,5,1728,0.0,1976,1976,188000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1242,0.0,3.0,916,326,0.0,528,1973.0,1242,9600,80.0,320.0,0,6,7,1242,0.0,1973,1973,175500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
624,720.0,4.0,0,624,0.0,513,1916.0,1344,4571,34.0,0.0,0,5,5,624,0.0,1916,1950,98000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1663,0.0,2.0,1116,248,0.0,529,1954.0,1663,53227,70.6832298136646,0.0,137,6,4,1364,0.0,1954,1994,256000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
833,833.0,3.0,0,588,0.0,228,1925.0,1666,5100,70.6832298136646,0.0,63,7,8,588,0.0,1925,1996,161000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
979,224.0,3.0,185,524,0.0,352,1950.0,1203,7015,70.6832298136646,161.0,0,4,5,709,0.0,1950,1950,110000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
832,1103.0,3.0,544,288,0.0,552,2009.0,1935,8004,75.0,110.0,150,5,8,832,0.0,2009,2009,263435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
575,560.0,3.0,350,0,0.0,576,1971.0,1135,7200,60.0,0.0,0,9,7,560,0.0,1936,2007,155000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
864,0.0,3.0,553,0,0.0,360,1965.0,864,8281,60.0,0.0,0,5,5,864,0.0,1965,1965,62383,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
849,811.0,3.0,326,389,0.0,240,1939.0,1660,11988,74.0,0.0,0,7,6,715,0.0,1934,1995,188700,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1414,0.0,2.0,0,1375,0.0,398,2004.0,1414,3072,70.6832298136646,18.0,20,5,7,1375,0.0,2004,2004,178740,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1277,0.0,2.0,778,499,0.0,526,1970.0,1277,10628,85.0,0.0,0,5,7,1277,0.0,1970,1970,167000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
888,354.7066974595843,3.0,386,342,0.0,312,1942.0,1644,9480,79.0,224.0,0,7,5,728,0.0,1942,1995,146500,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1634,0.0,3.0,0,1626,0.0,866,2006.0,1634,11428,98.0,248.0,44,5,8,1626,0.0,2006,2006,250000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
832,878.0,3.0,426,406,0.0,506,1993.0,1710,9291,76.0,120.0,70,5,6,832,0.0,1993,1993,187000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1502,0.0,1.0,368,0,0.0,528,1985.0,1502,6820,70.6832298136646,0.0,54,5,8,1488,0.0,1985,1985,212000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1161,808.0,3.0,0,808,0.0,534,1977.0,1969,11952,92.0,0.0,0,6,7,808,0.0,1977,1977,190000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1072,0.0,2.0,459,88,0.0,525,2005.0,1072,3675,35.0,80.0,28,5,6,547,0.0,2005,2005,148000,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1976,0.0,2.0,1350,626,0.0,908,2006.0,1976,14977,110.0,304.0,63,5,8,1976,0.0,2006,2007,440000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1652,0.0,2.0,1196,298,0.0,499,2000.0,1652,5330,41.0,0.0,48,5,8,1494,0.0,2000,2000,251000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
970,0.0,2.0,630,340,0.0,624,1996.0,970,8480,80.0,0.0,24,6,5,970,0.0,1963,1963,132500,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1493,0.0,2.866718628215121,994,484,0.0,508,1997.0,1493,13125,75.0,215.0,39,5,6,1478,0.0,1997,1998,208900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2069,574.0,3.0,0,2153,0.0,694,2006.0,2643,13693,105.0,772.0,84,5,9,2153,0.0,2006,2006,380000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1718,0.0,3.0,1288,417,0.0,826,2007.0,1718,10637,79.0,336.0,44,5,8,1705,0.0,2007,2008,297000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1131,0.0,2.866718628215121,168,739,0.0,672,1995.0,1131,5925,50.0,435.0,72,7,4,907,0.0,1937,2000,89471,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1850,0.0,3.0,1261,572,0.0,772,2004.0,1850,16033,98.0,378.0,112,5,9,1833,0.0,2004,2005,326000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1792,0.0,2.0,1567,225,0.0,874,2003.0,1792,11846,72.0,562.0,49,5,9,1792,0.0,2003,2004,374000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
916,354.7066974595843,4.0,299,611,0.0,164,1915.0,1826,2500,50.0,0.0,0,8,7,910,0.0,1915,2005,155000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1216,354.7066974595843,2.0,897,319,0.0,402,1998.0,1216,4500,32.0,116.0,125,5,6,1216,0.0,1998,1998,164000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
999,0.0,3.0,588,411,0.0,264,1963.0,999,7758,70.6832298136646,0.0,132,7,5,999,0.0,1962,2001,132500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1113,0.0,3.0,607,506,0.0,264,1950.0,1113,9600,80.0,0.0,80,7,5,1113,0.0,1950,2007,147000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1073,0.0,3.0,836,237,0.0,515,1965.0,1073,10289,79.0,168.0,0,7,5,1073,0.0,1965,1965,156000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1484,0.0,3.0,998,486,0.0,487,1971.0,1484,12243,70.0,0.0,0,6,5,1484,0.0,1971,1971,175000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1766,648.0,3.0,664,290,0.0,520,1970.0,2414,10800,60.0,0.0,0,4,5,954,0.0,1900,1970,160000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
630,0.0,2.866718628215121,515,115,0.0,286,1970.0,630,1526,21.0,0.0,0,8,4,630,0.0,1970,2002,86000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
616,688.0,3.0,0,264,0.0,336,1976.0,1304,2665,70.6832298136646,0.0,24,6,5,264,141.0,1976,1976,115000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
958,620.0,3.0,403,238,0.0,240,1941.0,1578,9490,79.0,0.0,0,7,6,806,0.0,1941,1950,133000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
728,728.0,3.0,0,728,0.0,429,2006.0,1456,15578,105.0,0.0,0,5,6,728,0.0,2006,2006,172785,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1269,0.0,3.0,374,363,0.0,308,1964.0,1269,7931,70.0,0.0,0,6,5,1269,0.0,1960,1960,155000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
886,0.0,2.0,0,190,0.0,273,1938.0,886,5784,50.0,0.0,20,8,5,190,0.0,1938,1996,91300,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3228,0.0,2.866718628215121,1231,1969,0.0,546,1992.0,3228,12692,70.6832298136646,0.0,75,5,8,3200,0.0,1992,1993,430000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1133,687.0,4.0,329,697,0.0,240,1925.0,1820,9120,60.0,0.0,100,6,7,1026,0.0,1925,1950,184000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
899,0.0,3.0,450,414,0.0,288,1967.0,899,7800,65.0,89.0,0,7,5,864,0.0,1967,2004,130000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
912,0.0,2.0,111,522,0.0,297,1958.0,912,7535,70.0,0.0,285,7,5,912,0.0,1958,1985,120000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
672,546.0,3.0,356,316,0.0,264,1973.0,1218,1890,21.0,285.0,28,5,6,672,0.0,1973,1973,113000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
866,902.0,3.0,400,466,0.0,603,2005.0,1768,9803,75.0,0.0,108,5,7,866,0.0,2005,2005,226700,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1214,0.0,2.0,698,420,0.0,461,1965.0,1214,9170,70.0,0.0,0,7,5,1214,0.0,1965,1965,140000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1801,0.0,1.0,1247,254,0.0,484,1959.0,1801,15602,100.0,0.0,54,8,7,1501,0.0,1959,1997,289000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
855,354.7066974595843,3.0,257,103,0.0,440,1974.0,1322,2308,24.0,0.0,0,5,6,855,0.0,1974,1974,147000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
